x,y,cluster,outlier,fraud_score,claim_id
-1.3951216774850774,0.05402974648290046,0,0,0.07790002415257388,1
-1.5245192854867837,-0.11679965657228042,0,0,0.07942325529705757,2
-1.4504781227743684,0.13098227043690394,0,0,0.1044878464989609,3
-1.3465885341703183,-0.07652049945561747,0,0,0.11832640049832227,4
-1.587701402301887,0.2019755241705784,0,0,0.08547519592101117,5
-1.4575215978842389,0.1429287126003352,0,0,0.07909662208700279,6
-1.4726004507551251,-0.0506335026511405,0,0,0.08682676095419707,7
-1.4908526731953282,0.063199480058305,0,0,0.06916085990061785,8
-1.4417268315788316,-0.09688531545553933,0,0,0.07315438990346255,9
-1.4924185624120088,-0.03684912399420997,0,0,0.0854235329918004,10
-1.4994956719218608,-0.10423745673942271,0,0,0.1016098027175469,11
-1.4730930557512174,-0.1066813650551594,0,0,0.08360085768376281,12
-1.5178325158683643,0.15214691864942556,0,0,0.09605346521623082,13
-1.5448265264913754,0.04450098042738851,0,0,0.10026288352621118,14
-1.3871782067494896,0.06213059521304093,0,0,0.11043442281784034,15
-1.520015850514707,0.2799125130719029,0,0,0.0801102465195127,16
-1.5740533686710203,0.13711103148388873,0,0,0.244113767587862,17
-1.5139838479075916,-0.12833954606708897,0,0,0.09757419129112106,18
-1.5050462780285057,-0.03250211423143971,0,0,0.07618014160433564,19
-1.5270884626310974,0.08670299861745984,0,0,0.11385271360110112,20
-1.5262457846034385,-0.3673336976069619,0,0,0.08122026296825624,21
-1.597119237226495,0.06881237226010942,0,0,0.08065782626852033,22
-1.503122671449281,0.08715169584141613,0,0,0.28506675665177744,23
-1.5471640989914512,0.1355453326259781,0,0,0.13976369166828023,24
-1.4017482997306587,-0.2186667097989332,0,0,0.0593454561234168,25
-1.468764078552581,-0.005949666056282055,0,0,0.12265273849625723,26
-1.3814388452769615,0.03338136935580516,0,0,0.05990822922838146,27
-1.4465356645300855,-0.14523494997763867,0,0,0.07975202098848946,28
-1.3979100155260271,-0.09439887067225093,0,0,0.05268593129644584,29
-1.5013793090627137,0.24933158219854185,0,0,0.07803069055758195,30
-1.486253820161001,0.08736816614370224,0,0,0.06523995290533603,31
-1.595382714162779,0.10573822977204753,0,0,0.09205757071864748,32
-1.5124037244695465,0.060115019793682584,0,0,0.05831855889284756,33
-1.4920051826684524,0.2027780880085841,0,0,0.1110622379380997,34
-1.5354470797897821,0.2027938954755364,0,0,0.0665424842083944,35
-1.5319197542014578,0.2156218601307202,0,0,0.11099647184567565,36
-1.498393067335658,0.013594863587869335,0,0,0.07542752648723207,37
-1.483752095067267,-0.15402083145794476,0,0,0.10461577952415639,38
-1.5352099920703903,0.20182626652723878,0,0,0.08703501568572443,39
-1.5547904117267313,0.1830437958229344,0,0,0.0701474712550355,40
-1.461624566540342,0.12505513607671262,0,0,0.07097911238454581,41
-1.403878957816874,-0.17256707761837592,0,0,0.060842086429828614,42
-1.3793331010417367,-0.1684597358215124,0,0,0.05050025693247618,43
-1.380074725949072,0.06687853673326727,0,0,0.10581774555188439,44
-1.4601689874425172,-0.17881894736738316,0,0,0.0867186715055201,45
-1.4305001395461252,-0.08631559231820554,0,0,0.09044412257732361,46
-1.5372197349572438,0.15471507474045978,0,0,0.09751910042812195,47
-1.4406790209669476,-0.017187082326390303,0,0,0.15005032204894567,48
-1.4378715432257394,-0.11090107035200367,0,0,0.06658616879764659,49
-1.5427197345146921,0.06141198638072243,0,0,0.07546112732690582,50
-1.4275238953980196,-0.00982960814978373,0,0,0.08036141931116982,51
-1.5849235899576408,0.07300720862623411,0,0,0.13726132665692675,52
-1.3617355951527885,-0.04321471082606991,0,0,0.09596892404988226,53
-1.62909577569747,0.1366191339115635,0,0,0.09443086875276352,54
-1.470425342958353,-0.18114467256487657,0,0,0.05510407614867427,55
-1.374370902060602,-0.06289590573711201,0,0,0.1342224621743199,56
-1.4486962317705017,-0.03952352982914307,0,0,0.08088527480065093,57
-1.4829911290704885,0.020575653025661236,0,0,0.056030126992416544,58
-1.5255521158044258,-0.004394084417117319,0,0,0.13136463634249543,59
-1.4168490332692545,-0.2740668782605207,0,0,0.08399215119966952,60
-1.4258855349577382,-0.12614537529455688,0,0,0.053789123742319644,61
-1.5524241536942112,0.22125419530691026,0,0,0.07318956187403877,62
-1.4329005610419472,0.04973899654268185,0,0,0.07296886578110633,63
-1.4529680205922775,-0.07749741025897693,0,0,0.09535988398486513,64
-1.4660478914824673,-0.2439444133250532,0,0,0.05820850794004632,65
-1.6437265232479983,0.29147547835298027,0,0,0.07127732886110053,66
-1.5670646187904786,0.20071341956077465,0,0,0.09416428084728204,67
-1.4120356193934538,-0.07872424126792414,0,0,0.08394014944724447,68
-1.4951590545220683,0.06810815425357611,0,0,0.09923536764464523,69
-1.5227175283672023,0.09952406525800295,0,0,0.08160618785741333,70
-1.4026342655698936,-0.04596598353087934,0,0,0.065170871713551,71
-1.496846635641538,0.2328941063305206,0,0,0.07039533026416456,72
-1.4402677076530688,-0.11894855203486562,0,0,0.14506848443641465,73
-1.5775376508887913,0.04824120038627275,0,0,0.0728675126986016,74
-1.4760945999844979,0.1411510490670254,0,0,0.07055148079678399,75
-1.4462355361921786,0.03523643781158842,0,0,0.06965496620940277,76
